Longitude,Latitude,CNTY_NM,
-95.43824,32.03555,Anderson,"(-95.4382399999999, 32.035550002)"
-95.43824,32.0354,Anderson,"(-95.4382400009999, 32.0354)"
-95.43827,32.03493,Anderson,"(-95.4382699989999, 32.034929999)"
-95.43828,32.03455,Anderson,"(-95.4382799999999, 32.03455)"
-95.43824,32.03422,Anderson,"(-95.4382399969999, 32.034219999)"
-95.43821,32.034,Anderson,"(-95.4382099959999, 32.034000001)"
-95.4382,32.03384,Anderson,"(-95.4381999959999, 32.033840004)"
-95.43825,32.03372,Anderson,"(-95.4382499989999, 32.03372)"
-95.4383,32.03358,Anderson,"(-95.4382999969999, 32.033579999)"
-95.43827,32.03345,Anderson,"(-95.4382700019999, 32.033449999)"
-95.4382,32.0334,Anderson,"(-95.4382000049999, 32.0334)"
-95.43805,32.03336,Anderson,"(-95.4380499989999, 32.033359995)"
-95.43797,32.03333,Anderson,"(-95.4379700029999, 32.033329997)"
-95.43792,32.0333,Anderson,"(-95.4379200009999, 32.033299998)"
-95.43789,32.03316,Anderson,"(-95.4378900039999, 32.033159996)"
-95.43807,32.03306,Anderson,"(-95.4380700019999, 32.033060002)"
-95.43856,32.03287,Anderson,"(-95.4385600019999, 32.032869996)"
-95.43861,32.03281,Anderson,"(-95.4386099969999, 32.032809998)"
-95.43853,32.03253,Anderson,"(-95.4385299999999, 32.032529999)"
-95.4383,32.03209,Anderson,"(-95.4382999969999, 32.032090003)"
-95.43815,32.03207,Anderson,"(-95.4381500019999, 32.03207)"
-95.43808,32.03207,Anderson,"(-95.4380799989999, 32.032069998)"
-95.43778,32.03212,Anderson,"(-95.4377800009999, 32.032119999)"
-95.43755,32.03219,Anderson,"(-95.4375499969999, 32.032190002)"
-95.43732,32.03226,Anderson,"(-95.4373199999999, 32.03226)"
-95.43701,32.03232,Anderson,"(-95.4370099989999, 32.032320004)"
-95.43682,32.03234,Anderson,"(-95.4368200009999, 32.032339997)"
-95.4366,32.03224,Anderson,"(-95.4365999989999, 32.032240004)"
-95.43653,32.03219,Anderson,"(-95.4365300049999, 32.03219)"
-95.43635,32.03207,Anderson,"(-95.4363499979999, 32.032070001)"
-95.43618,32.03186,Anderson,"(-95.4361799979999, 32.03186)"
-95.43611,32.03185,Anderson,"(-95.4361099999999, 32.031849998)"
-95.43597,32.03182,Anderson,"(-95.4359700009999, 32.031820002)"
-95.43583,32.03172,Anderson,"(-95.4358299959999, 32.03172)"
-95.43561,32.03156,Anderson,"(-95.4356100049999, 32.031560002)"
-95.43546,32.03134,Anderson,"(-95.4354600009999, 32.03134)"
-95.43534,32.03112,Anderson,"(-95.4353400029999, 32.031119999)"
-95.43519,32.03095,Anderson,"(-95.4351900019999, 32.03095)"
-95.43499,32.03084,Anderson,"(-95.4349899989999, 32.03084)"
-95.43483,32.03077,Anderson,"(-95.4348299999999, 32.030770004)"
-95.4347,32.03072,Anderson,"(-95.4346999979999, 32.03072)"
-95.43441,32.0307,Anderson,"(-95.4344100009999, 32.030699998)"
-95.43418,32.0307,Anderson,"(-95.4341799989999, 32.030699998)"
-95.43407999,32.03072,Anderson,"(-95.4340799949999, 32.030720002)"
-95.43386,32.03075,Anderson,"(-95.4338600019999, 32.030750001)"
-95.43369,32.03077,Anderson,"(-95.4336900009999, 32.03077)"
-95.43355,32.0308,Anderson,"(-95.4335500009999, 32.030800002)"
-95.43344,32.03084,Anderson,"(-95.4334400019999, 32.030840004)"
-95.43301,32.03091,Anderson,"(-95.4330100009999, 32.030909999)"
-95.43292,32.03091,Anderson,"(-95.4329199979999, 32.030909996)"
-95.43277,32.03092,Anderson,"(-95.4327699969999, 32.03092)"
-95.43252,32.03081,Anderson,"(-95.4325200019999, 32.030809998)"
-95.43244,32.03078,Anderson,"(-95.4324399979999, 32.030779997)"
-95.43224,32.03061,Anderson,"(-95.4322400019999, 32.030610001)"
-95.43199,32.03026,Anderson,"(-95.4319900009999, 32.030259999)"
-95.43183,32.03008,Anderson,"(-95.4318300029999, 32.030080002)"
-95.43164,32.02983,Anderson,"(-95.4316399969999, 32.029829999)"
-95.43143,32.0296,Anderson,"(-95.4314299999999, 32.029599998)"
-95.43122,32.02917,Anderson,"(-95.4312200019999, 32.029170001)"
-95.43113,32.02884,Anderson,"(-95.4311300009999, 32.028839999)"
-95.43103,32.02829,Anderson,"(-95.4310300009999, 32.028289997)"
-95.43089,32.02801,Anderson,"(-95.4308900019999, 32.02801)"
-95.43048,32.02749,Anderson,"(-95.4304799979999, 32.02749)"
-95.43037,32.02734,Anderson,"(-95.4303700029999, 32.02734)"
-95.43026,32.02719,Anderson,"(-95.4302599969999, 32.02719)"
-95.43019,32.02708,Anderson,"(-95.4301900029999, 32.027079996)"
-95.43012,32.02696,Anderson,"(-95.4301199969999, 32.026960001)"
-95.42977,32.02646,Anderson,"(-95.4297700039999, 32.026460004)"
-95.42969,32.02637,Anderson,"(-95.4296899979999, 32.026370001)"
-95.4294,32.02602,Anderson,"(-95.4294000039999, 32.02602)"
-95.42883,32.02525,Anderson,"(-95.4288299989999, 32.02525)"
-95.42845,32.02471,Anderson,"(-95.4284500009999, 32.024710004)"
-95.42813,32.02426,Anderson,"(-95.4281299979999, 32.024259998)"
-95.42802,32.02413,Anderson,"(-95.4280199999999, 32.024130003)"
-95.42792,32.02401,Anderson,"(-95.4279200009999, 32.024009999)"
-95.42769,32.02386,Anderson,"(-95.4276900009999, 32.02386)"
-95.42755,32.02384,Anderson,"(-95.4275499989999, 32.023840001)"
-95.42747,32.02381,Anderson,"(-95.4274700019999, 32.023810001)"
-95.4272,32.0238,Anderson,"(-95.4271999969999, 32.023800001)"
-95.42704,32.0236,Anderson,"(-95.4270399989999, 32.023599998)"
-95.42689999,32.02341,Anderson,"(-95.4268999949999, 32.023409999)"
-95.42662,32.02323,Anderson,"(-95.4266199999999, 32.023230002)"
-95.42643,32.02301,Anderson,"(-95.4264299989999, 32.023009999)"
-95.42607,32.02278,Anderson,"(-95.4260700019999, 32.022780003)"
-95.42575,32.02261,Anderson,"(-95.4257499989999, 32.02261)"
-95.42553,32.02241,Anderson,"(-95.4255299989999, 32.02241)"
-95.42544,32.02232,Anderson,"(-95.4254400039999, 32.022319998)"
-95.42538,32.02213,Anderson,"(-95.4253800039999, 32.02213)"
-95.42536,32.02202,Anderson,"(-95.4253599969999, 32.022020003)"
-95.42547,32.02188,Anderson,"(-95.4254700019999, 32.021879998)"
-95.42556,32.02182,Anderson,"(-95.4255599989999, 32.021820002)"
-95.42569,32.02171,Anderson,"(-95.4256899989999, 32.021709997)"
-95.4257,32.02153,Anderson,"(-95.4257000019999, 32.021530002)"
-95.42569,32.02127,Anderson,"(-95.4256900049999, 32.021270003)"
-95.42574,32.02107,Anderson,"(-95.4257399999999, 32.021069995)"
-95.42581,32.02089,Anderson,"(-95.4258100009999, 32.020890002)"
-95.42583,32.0208,Anderson,"(-95.4258299999999, 32.020800001)"
-95.42575,32.02076,Anderson,"(-95.4257499999999, 32.020759999)"
-95.42559,32.02076,Anderson,"(-95.4255899979999, 32.020760003)"
-95.42554,32.02075,Anderson,"(-95.4255400019999, 32.020750002)"
-95.42544,32.02035,Anderson,"(-95.4254400029999, 32.020349996)"
-95.42536,32.02018,Anderson,"(-95.4253600009999, 32.020179997)"
-95.4253,32.02005,Anderson,"(-95.4252999999999, 32.020050003)"
-95.42523,32.01989,Anderson,"(-95.4252299969999, 32.019889998)"
-95.42509,32.01978,Anderson,"(-95.4250899999999, 32.019779998)"
-95.42496,32.01968,Anderson,"(-95.4249600019999, 32.01968)"
-95.42474,32.01965,Anderson,"(-95.4247399969999, 32.019650001)"
-95.42456,32.01958,Anderson,"(-95.4245599999999, 32.019579997)"
-95.42437,32.01939,Anderson,"(-95.4243699959999, 32.019389997)"
-95.42422,32.01922,Anderson,"(-95.4242200009999, 32.01922)"
-95.42424,32.01909,Anderson,"(-95.4242400049999, 32.019090001)"
-95.42433,32.01887,Anderson,"(-95.4243299979999, 32.018869997)"
-95.42441,32.01866,Anderson,"(-95.4244100009999, 32.018659997)"
-95.42445,32.01854,Anderson,"(-95.4244499989999, 32.018540001)"
-95.42456,32.01841,Anderson,"(-95.4245600009999, 32.018410003)"
-95.42478,32.01829,Anderson,"(-95.4247800009999, 32.018289997)"
-95.42494,32.01812001,Anderson,"(-95.4249399999999, 32.018120005)"
-95.42513,32.018,Anderson,"(-95.4251299979999, 32.018)"
-95.42517,32.01795,Anderson,"(-95.4251699979999, 32.01795)"
-95.42535,32.01795,Anderson,"(-95.4253499999999, 32.01795)"
-95.42543,32.01796,Anderson,"(-95.4254300019999, 32.017960004)"
-95.42555,32.01799,Anderson,"(-95.4255499969999, 32.01799)"
-95.42564,32.01797,Anderson,"(-95.4256399999999, 32.017970003)"
-95.42569,32.01796,Anderson,"(-95.4256899999999, 32.017960002)"
-95.42576,32.01792,Anderson,"(-95.4257599959999, 32.017920001)"
-95.42585,32.01788,Anderson,"(-95.4258500029999, 32.017880002)"
-95.42595,32.01779,Anderson,"(-95.4259500029999, 32.017789999)"
-95.42608,32.0177,Anderson,"(-95.4260799979999, 32.0177)"
-95.42619,32.01754,Anderson,"(-95.4261900009999, 32.017539997)"
-95.42618,32.01746,Anderson,"(-95.4261799989999, 32.017459999)"
-95.42607001,32.01733,Anderson,"(-95.4260700059999, 32.017330001)"
-95.42588,32.01719,Anderson,"(-95.4258799989999, 32.017189999)"
-95.42582,32.01701,Anderson,"(-95.4258199959999, 32.017010001)"
-95.42585,32.01678,Anderson,"(-95.4258499999999, 32.016779999)"
-95.42594,32.01661,Anderson,"(-95.4259400019999, 32.016610004)"
-95.42605,32.0165,Anderson,"(-95.4260500019999, 32.016499999)"
-95.42621,32.01636,Anderson,"(-95.4262099979999, 32.016359998)"
-95.42633,32.01629,Anderson,"(-95.4263299959999, 32.01629)"
-95.42641,32.01625,Anderson,"(-95.4264099999999, 32.01625)"
-95.42651,32.01619,Anderson,"(-95.4265099999999, 32.016189998)"
-95.42665,32.0161,Anderson,"(-95.4266499999999, 32.016099999)"
-95.42683,32.01594,Anderson,"(-95.4268299979999, 32.015940004)"
-95.4271,32.01579,Anderson,"(-95.4270999969999, 32.015790002)"
-95.4273,32.01569,Anderson,"(-95.4272999969999, 32.015689997)"
-95.42735,32.01566,Anderson,"(-95.4273499999999, 32.015659998)"
-95.42758,32.01562,Anderson,"(-95.4275800049999, 32.015620003)"
-95.4279,32.01556,Anderson,"(-95.4279000029999, 32.015559997)"
-95.42799,32.01551,Anderson,"(-95.4279899999999, 32.01551)"
-95.42807,32.01547,Anderson,"(-95.4280700019999, 32.015469999)"
-95.42812,32.0154,Anderson,"(-95.4281199999999, 32.015400002)"
-95.42817,32.01535,Anderson,"(-95.4281699999999, 32.015350002)"
-95.42819,32.01522,Anderson,"(-95.4281899989999, 32.015219997)"
-95.42811,32.0151,Anderson,"(-95.4281100009999, 32.0151)"
-95.42787,32.01494,Anderson,"(-95.4278700009999, 32.014940004)"
-95.42775,32.01489,Anderson,"(-95.4277500009999, 32.014889999)"
-95.42749,32.01482,Anderson,"(-95.4274899999999, 32.014820003)"
-95.42738,32.01476,Anderson,"(-95.4273800019999, 32.014759997)"
-95.42732,32.01472,Anderson,"(-95.4273199979999, 32.014719997)"
-95.42713,32.01462,Anderson,"(-95.4271299979999, 32.014620001)"
-95.42711,32.01454,Anderson,"(-95.4271099999999, 32.014539997)"
-95.42728,32.01436,Anderson,"(-95.4272799959999, 32.014360002)"
-95.42735,32.01431,Anderson,"(-95.4273499999999, 32.014309999)"
-95.42738,32.01416,Anderson,"(-95.4273799999999, 32.014159999)"
-95.42733,32.01394,Anderson,"(-95.4273300009999, 32.013939999)"
-95.42724,32.01381,Anderson,"(-95.4272400019999, 32.013809999)"
-95.4271,32.01365,Anderson,"(-95.4271000029999, 32.013650001)"
-95.42687999,32.01334,Anderson,"(-95.4268799939999, 32.01334)"
-95.42676,32.01316,Anderson,"(-95.4267599989999, 32.013160004)"
-95.42672,32.01297,Anderson,"(-95.4267200009999, 32.012969998)"
-95.42682,32.01284,Anderson,"(-95.4268199979999, 32.012839996)"
-95.42702,32.01277,Anderson,"(-95.4270199999999, 32.012770003)"
-95.42716,32.01272,Anderson,"(-95.4271599979999, 32.012719998)"
-95.42732,32.01267,Anderson,"(-95.4273199999999, 32.01267)"
-95.42747,32.01257,Anderson,"(-95.4274700019999, 32.01257)"
-95.42755,32.01241,Anderson,"(-95.4275500029999, 32.012409998)"
-95.42755,32.01222,Anderson,"(-95.4275499979999, 32.012220001)"
-95.42752,32.01206,Anderson,"(-95.4275199969999, 32.012060004)"
-95.42752,32.01197,Anderson,"(-95.4275200019999, 32.011970001)"
-95.42756,32.0119,Anderson,"(-95.4275600029999, 32.011899998)"
-95.42767,32.01184,Anderson,"(-95.4276699989999, 32.011840003)"
-95.42774,32.01183,Anderson,"(-95.4277399989999, 32.011829998)"
-95.42784,32.01182,Anderson,"(-95.4278399979999, 32.011820002)"
-95.42794,32.0118,Anderson,"(-95.4279400019999, 32.011800003)"
-95.42812999,32.01175,Anderson,"(-95.4281299949999, 32.011750002)"
-95.42819,32.01165,Anderson,"(-95.4281900029999, 32.011649999)"
-95.42826,32.01159,Anderson,"(-95.4282599979999, 32.011589999)"
-95.42837,32.01151,Anderson,"(-95.4283699979999, 32.011509997)"
-95.42845,32.01132,Anderson,"(-95.4284499989999, 32.011320002)"
-95.42846,32.01092,Anderson,"(-95.4284599989999, 32.010920002)"
-95.42838,32.01044,Anderson,"(-95.4283799999999, 32.010440001)"
-95.42838,32.0103,Anderson,"(-95.4283799979999, 32.010300004)"
-95.42845,32.01021,Anderson,"(-95.4284500009999, 32.010210002)"
-95.42861,32.00992,Anderson,"(-95.4286100049999, 32.009920004)"
-95.42869001,32.0098,Anderson,"(-95.4286900059999, 32.009800001)"
-95.42873,32.00974,Anderson,"(-95.4287299959999, 32.009740004)"
-95.4289,32.00965,Anderson,"(-95.4288999999999, 32.00965)"
-95.42904,32.00939,Anderson,"(-95.4290400019999, 32.009389998)"
-95.42918,32.0092,Anderson,"(-95.4291800039999, 32.009199998)"
-95.42931,32.00902,Anderson,"(-95.4293099979999, 32.009020003)"
-95.42943,32.00891,Anderson,"(-95.4294299979999, 32.008910002)"
-95.4295,32.00888,Anderson,"(-95.4294999999999, 32.00888)"
-95.42957,32.00884,Anderson,"(-95.4295699999999, 32.008840003)"
-95.42961,32.00881,Anderson,"(-95.4296100019999, 32.008810003)"
-95.42961,32.0087,Anderson,"(-95.4296100029999, 32.008700003)"
-95.42958,32.0086,Anderson,"(-95.4295799999999, 32.008599996)"
-95.42933,32.00842,Anderson,"(-95.4293299979999, 32.00842)"
-95.42918,32.00835,Anderson,"(-95.4291799999999, 32.008349996)"
-95.42909,32.00831,Anderson,"(-95.4290900009999, 32.00831)"
-95.42871,32.00805,Anderson,"(-95.4287099989999, 32.008050003)"
-95.42855,32.00794,Anderson,"(-95.4285499959999, 32.007939999)"
-95.42852,32.0078,Anderson,"(-95.4285200019999, 32.007800004)"
-95.42857,32.0077,Anderson,"(-95.4285699989999, 32.007699999)"
-95.42864999,32.00761,Anderson,"(-95.4286499949999, 32.007610003)"
-95.42889,32.0074,Anderson,"(-95.4288900009999, 32.0074)"
-95.42896,32.00728,Anderson,"(-95.4289599979999, 32.007279999)"
-95.42903,32.00714,Anderson,"(-95.4290300049999, 32.007140003)"
-95.42911,32.00707,Anderson,"(-95.4291099959999, 32.007069998)"
-95.42918,32.00701,Anderson,"(-95.4291799989999, 32.007009998)"
-95.42923,32.00698,Anderson,"(-95.4292300029999, 32.006979995)"
-95.42937999,32.0069,Anderson,"(-95.4293799949999, 32.0069)"
-95.42954,32.00676,Anderson,"(-95.4295400009999, 32.006760001)"
-95.4296,32.00672,Anderson,"(-95.4295999979999, 32.006720002)"
-95.42973,32.00662,Anderson,"(-95.4297300039999, 32.006619998)"
-95.42982,32.00654,Anderson,"(-95.4298199999999, 32.006539998)"
-95.42983,32.00633,Anderson,"(-95.4298300019999, 32.00633)"
-95.4299,32.00622,Anderson,"(-95.4298999979999, 32.006219999)"
-95.42996,32.0062,Anderson,"(-95.4299600029999, 32.006200003)"
-95.4301,32.00614,Anderson,"(-95.4301000019999, 32.006139999)"
-95.43048,32.00613,Anderson,"(-95.4304799979999, 32.006129996)"
-95.4307,32.00618,Anderson,"(-95.4306999999999, 32.006179997)"
-95.43083,32.00619,Anderson,"(-95.4308299989999, 32.006189998)"
-95.4309,32.00618,Anderson,"(-95.4308999999999, 32.006180002)"
-95.43101999,32.00617,Anderson,"(-95.4310199949999, 32.006170004)"
-95.43118,32.00618,Anderson,"(-95.4311800029999, 32.006180002)"
-95.43137,32.0063,Anderson,"(-95.4313699999999, 32.006299996)"
-95.43139,32.00645,Anderson,"(-95.4313900029999, 32.006450001)"
-95.43134999,32.00662,Anderson,"(-95.4313499949999, 32.006620004)"
-95.43125,32.00676,Anderson,"(-95.4312499989999, 32.006759998)"
-95.4308,32.00708,Anderson,"(-95.4307999999999, 32.007079997)"
-95.43064,32.00725,Anderson,"(-95.4306399989999, 32.007250001)"
-95.43064,32.00743,Anderson,"(-95.4306399969999, 32.007429997)"
-95.43071,32.00764,Anderson,"(-95.4307100009999, 32.007640001)"
-95.43082,32.00779,Anderson,"(-95.4308199979999, 32.007790003)"
-95.43109,32.00786,Anderson,"(-95.4310900019999, 32.007859998)"
-95.4314,32.00793,Anderson,"(-95.4313999989999, 32.007930001)"
-95.43216,32.00811,Anderson,"(-95.4321600019999, 32.008110002)"
-95.43226,32.00814,Anderson,"(-95.4322600019999, 32.00814)"
-95.43252,32.00821,Anderson,"(-95.4325199999999, 32.008209997)"
-95.43275,32.00834,Anderson,"(-95.4327500019999, 32.008339996)"
-95.43291,32.00852,Anderson,"(-95.4329099959999, 32.008520003)"
-95.43298,32.0086,Anderson,"(-95.4329799989999, 32.008600004)"
-95.43307,32.00872,Anderson,"(-95.4330699999999, 32.008719999)"
-95.43321,32.00884,Anderson,"(-95.4332100009999, 32.008840002)"
-95.43333,32.00891,Anderson,"(-95.4333299989999, 32.00891)"
-95.43352,32.00892,Anderson,"(-95.4335199989999, 32.008920001)"
-95.4336,32.00891,Anderson,"(-95.4336000029999, 32.00891)"
-95.43373,32.0089,Anderson,"(-95.4337299969999, 32.008899995)"
-95.4338,32.00888,Anderson,"(-95.4337999979999, 32.008880002)"
-95.43397,32.00884,Anderson,"(-95.4339700049999, 32.008839997)"
-95.43411999,32.00875,Anderson,"(-95.4341199949999, 32.008750001)"
-95.43417,32.00872,Anderson,"(-95.4341699979999, 32.008719995)"
-95.43436999,32.00856,Anderson,"(-95.4343699949999, 32.008560001)"
-95.43446,32.00845,Anderson,"(-95.4344599969999, 32.00845)"
-95.43459,32.00832,Anderson,"(-95.4345900009999, 32.008319999)"
-95.4348,32.00803,Anderson,"(-95.4348000009999, 32.008030003)"
-95.43507,32.0076,Anderson,"(-95.4350699979999, 32.0076)"
-95.43519,32.00724,Anderson,"(-95.4351899959999, 32.007239998)"
-95.43528,32.00653,Anderson,"(-95.4352799979999, 32.006529997)"
-95.43537,32.00612,Anderson,"(-95.4353699999999, 32.00612)"
-95.43548,32.00578,Anderson,"(-95.4354800039999, 32.005779999)"
-95.4355,32.00553,Anderson,"(-95.4355000039999, 32.005529997)"
-95.43553,32.00518,Anderson,"(-95.4355300039999, 32.005180001)"
-95.43561,32.00496001,Anderson,"(-95.4356099989999, 32.004960005)"
-95.43566,32.00492,Anderson,"(-95.4356600039999, 32.004919998)"
-95.43574,32.00488,Anderson,"(-95.4357399989999, 32.004879998)"
-95.43603,32.00485,Anderson,"(-95.4360299999999, 32.004849995)"
-95.43617,32.00483,Anderson,"(-95.4361700049999, 32.004829999)"
-95.43627,32.0048,Anderson,"(-95.4362700039999, 32.004800004)"
-95.43635,32.00475,Anderson,"(-95.4363499979999, 32.004749997)"
-95.43646,32.0047,Anderson,"(-95.4364600049999, 32.004700001)"
-95.43663,32.00452,Anderson,"(-95.4366299969999, 32.00452)"
-95.43686,32.00431,Anderson,"(-95.4368599999999, 32.004310003)"
-95.4371,32.00415,Anderson,"(-95.4370999999999, 32.004150001)"
-95.43726,32.00402,Anderson,"(-95.4372600029999, 32.004020003)"
-95.43743,32.00392,Anderson,"(-95.4374299999999, 32.003920004)"
-95.4375,32.00385,Anderson,"(-95.4374999999999, 32.003849999)"
-95.43773,32.00363,Anderson,"(-95.4377300029999, 32.00363)"
-95.43808,32.00337,Anderson,"(-95.4380800019999, 32.003369999)"
-95.43827,32.00329,Anderson,"(-95.4382699969999, 32.00329)"
-95.43848,32.0032,Anderson,"(-95.4384800029999, 32.003200001)"
-95.43857,32.00319,Anderson,"(-95.4385699969999, 32.003189995)"
-95.43871,32.00317,Anderson,"(-95.4387099989999, 32.003169997)"
-95.43888,32.00321,Anderson,"(-95.4388800039999, 32.003209998)"
-95.43897,32.00323,Anderson,"(-95.4389699969999, 32.003230001)"
-95.43904,32.00327,Anderson,"(-95.4390399999999, 32.003270001)"
-95.43924,32.00338,Anderson,"(-95.4392400039999, 32.003380004)"
-95.4393,32.00344,Anderson,"(-95.4392999969999, 32.003440004)"
-95.43942,32.00352,Anderson,"(-95.4394199969999, 32.003519997)"
-95.43958,32.00362,Anderson,"(-95.4395799999999, 32.003620003)"
-95.43969,32.00369,Anderson,"(-95.4396900009999, 32.003689999)"
-95.4399,32.00381,Anderson,"(-95.4398999979999, 32.003809997)"
-95.43995,32.00384,Anderson,"(-95.4399500029999, 32.003840001)"
-95.44012,32.00396,Anderson,"(-95.4401200029999, 32.003959997)"
-95.44031,32.00409,Anderson,"(-95.4403100009999, 32.00409)"
-95.44048,32.00418,Anderson,"(-95.4404800009999, 32.004179998)"
-95.44057,32.00418,Anderson,"(-95.4405699969999, 32.004179997)"
-95.44072,32.00421,Anderson,"(-95.4407199959999, 32.004210001)"
-95.44104,32.00422,Anderson,"(-95.4410400039999, 32.004219997)"
-95.44126,32.0042,Anderson,"(-95.4412600019999, 32.004199998)"
-95.4414,32.00416,Anderson,"(-95.4413999999999, 32.00416)"
-95.44152,32.00413,Anderson,"(-95.4415199979999, 32.004130002)"
-95.44179,32.00398,Anderson,"(-95.4417900009999, 32.003980002)"
-95.4419,32.00382,Anderson,"(-95.4419000039999, 32.003819997)"
-95.44188,32.00352,Anderson,"(-95.4418800039999, 32.003519996)"
-95.44181,32.00332,Anderson,"(-95.4418099979999, 32.003319999)"
-95.44178999,32.00311,Anderson,"(-95.4417899949999, 32.00311)"
-95.44191,32.00285,Anderson,"(-95.4419099979999, 32.002850001)"
-95.442,32.00268,Anderson,"(-95.4420000019999, 32.002680001)"
-95.44208,32.00264,Anderson,"(-95.4420799989999, 32.002640001)"
-95.44215,32.00258,Anderson,"(-95.4421500019999, 32.002580001)"
-95.44248,32.00245,Anderson,"(-95.4424800019999, 32.002450001)"
-95.44301,32.00225,Anderson,"(-95.4430099999999, 32.002250001)"
-95.44317999,32.00218,Anderson,"(-95.4431799949999, 32.002180001)"
-95.44338,32.00208,Anderson,"(-95.4433800029999, 32.002079999)"
-95.44343,32.00202,Anderson,"(-95.4434300039999, 32.002019998)"
